timestamp,expected_power_kw
2026-01-23T00:02:24+07:00,0.00
2026-01-23T00:02:25+07:00,0.00
2026-01-23T00:02:26+07:00,0.00
2026-01-23T00:02:27+07:00,0.00
2026-01-23T00:02:28+07:00,0.00
2026-01-23T00:02:29+07:00,0.00
2026-01-23T00:02:30+07:00,0.00
2026-01-23T00:02:31+07:00,0.00
2026-01-23T00:02:32+07:00,0.00
2026-01-23T00:02:33+07:00,0.00
2026-01-23T00:02:34+07:00,0.00
2026-01-23T00:02:35+07:00,0.00
2026-01-23T00:02:36+07:00,0.00
2026-01-23T00:02:37+07:00,0.00
2026-01-23T00:02:38+07:00,0.00
2026-01-23T00:02:39+07:00,0.00
2026-01-23T00:02:40+07:00,0.00
2026-01-23T00:02:41+07:00,0.00
2026-01-23T00:02:42+07:00,0.00
2026-01-23T00:02:43+07:00,0.00
2026-01-23T00:02:44+07:00,0.00
2026-01-23T00:02:45+07:00,0.00
2026-01-23T00:02:46+07:00,0.00
2026-01-23T00:02:47+07:00,0.00
2026-01-23T00:02:48+07:00,0.00
2026-01-23T00:02:49+07:00,0.00
2026-01-23T00:02:50+07:00,0.00
2026-01-23T00:02:51+07:00,0.00
2026-01-23T00:02:52+07:00,0.00
2026-01-23T00:02:53+07:00,0.00
2026-01-23T00:02:54+07:00,0.00
2026-01-23T00:02:55+07:00,0.00
2026-01-23T00:02:56+07:00,0.00
2026-01-23T00:02:57+07:00,0.00
2026-01-23T00:02:58+07:00,0.00
2026-01-23T00:02:59+07:00,0.00
2026-01-23T00:03:00+07:00,0.00
2026-01-23T00:03:01+07:00,0.00
2026-01-23T00:03:02+07:00,0.00
2026-01-23T00:03:03+07:00,0.00
2026-01-23T00:03:04+07:00,0.00
2026-01-23T00:03:05+07:00,0.00
2026-01-23T00:03:06+07:00,0.00
2026-01-23T00:03:07+07:00,0.00
2026-01-23T00:03:08+07:00,0.00
2026-01-23T00:03:09+07:00,0.00
2026-01-23T00:03:10+07:00,0.00
2026-01-23T00:03:11+07:00,0.00
2026-01-23T00:03:12+07:00,0.00
2026-01-23T00:03:13+07:00,0.00
2026-01-23T00:03:14+07:00,0.00
2026-01-23T00:03:15+07:00,0.00
2026-01-23T00:03:16+07:00,0.00
2026-01-23T00:03:17+07:00,0.00
2026-01-23T00:03:18+07:00,0.00
2026-01-23T00:03:19+07:00,0.00
2026-01-23T00:03:20+07:00,0.00
2026-01-23T00:03:21+07:00,0.00
2026-01-23T00:03:22+07:00,0.00
2026-01-23T00:03:23+07:00,0.00
2026-01-23T00:03:24+07:00,0.00
2026-01-23T00:03:25+07:00,0.00
2026-01-23T00:03:26+07:00,0.00
2026-01-23T00:03:27+07:00,0.00
2026-01-23T00:03:28+07:00,0.00
2026-01-23T00:03:29+07:00,0.00
2026-01-23T00:03:30+07:00,0.00
2026-01-23T00:03:31+07:00,0.00
2026-01-23T00:03:32+07:00,0.00
2026-01-23T00:03:33+07:00,0.00
2026-01-23T00:03:34+07:00,0.00
2026-01-23T00:03:35+07:00,0.00
2026-01-23T00:03:36+07:00,0.00
2026-01-23T00:03:37+07:00,0.00
2026-01-23T00:03:38+07:00,0.00
2026-01-23T00:03:39+07:00,0.00
2026-01-23T00:03:40+07:00,0.00
2026-01-23T00:03:41+07:00,0.00
2026-01-23T00:03:42+07:00,0.00
2026-01-23T00:03:43+07:00,0.00
2026-01-23T00:03:44+07:00,0.00
2026-01-23T00:03:45+07:00,0.00
2026-01-23T00:03:46+07:00,0.00
2026-01-23T00:03:47+07:00,0.00
2026-01-23T00:03:48+07:00,0.00
2026-01-23T00:03:49+07:00,0.00
2026-01-23T00:03:50+07:00,0.00
2026-01-23T00:03:51+07:00,0.00
2026-01-23T00:03:52+07:00,0.00
2026-01-23T00:03:53+07:00,0.00
2026-01-23T00:03:54+07:00,0.00
2026-01-23T00:03:55+07:00,0.00
2026-01-23T00:03:56+07:00,0.00
2026-01-23T00:03:57+07:00,0.00
2026-01-23T00:03:58+07:00,0.00
2026-01-23T00:03:59+07:00,0.00
2026-01-23T00:04:00+07:00,0.00
2026-01-23T00:04:01+07:00,0.00
2026-01-23T00:04:02+07:00,0.00
2026-01-23T00:04:03+07:00,0.00
2026-01-23T00:04:04+07:00,0.00
2026-01-23T00:04:05+07:00,0.00
2026-01-23T00:04:06+07:00,0.00
2026-01-23T00:04:07+07:00,0.00
2026-01-23T00:04:08+07:00,0.00
2026-01-23T00:04:09+07:00,0.00
2026-01-23T00:04:10+07:00,0.00
2026-01-23T00:04:11+07:00,0.00
2026-01-23T00:04:12+07:00,0.00
2026-01-23T00:04:13+07:00,0.00
2026-01-23T00:04:14+07:00,0.00
2026-01-23T00:04:15+07:00,0.00
2026-01-23T00:04:16+07:00,0.00
2026-01-23T00:04:17+07:00,0.00
2026-01-23T00:04:18+07:00,0.00
2026-01-23T00:04:19+07:00,0.00
2026-01-23T00:04:20+07:00,0.00
2026-01-23T00:04:21+07:00,0.00
2026-01-23T00:04:22+07:00,0.00
2026-01-23T00:04:23+07:00,0.00
2026-01-23T00:04:24+07:00,0.00
2026-01-23T00:04:25+07:00,0.00
2026-01-23T00:04:26+07:00,0.00
2026-01-23T00:04:27+07:00,0.00
2026-01-23T00:04:28+07:00,0.00
2026-01-23T00:04:29+07:00,0.00
2026-01-23T00:04:30+07:00,0.00
2026-01-23T00:04:31+07:00,0.00
2026-01-23T00:04:32+07:00,0.00
2026-01-23T00:04:33+07:00,0.00
2026-01-23T00:04:34+07:00,0.00
2026-01-23T00:04:35+07:00,0.00
2026-01-23T00:04:36+07:00,0.00
2026-01-23T00:04:37+07:00,0.00
2026-01-23T00:04:38+07:00,0.00
2026-01-23T00:04:39+07:00,0.00
2026-01-23T00:04:40+07:00,0.00
2026-01-23T00:04:41+07:00,0.00
2026-01-23T00:04:42+07:00,0.00
2026-01-23T00:04:43+07:00,0.00
2026-01-23T00:04:44+07:00,0.00
2026-01-23T00:04:45+07:00,0.00
2026-01-23T00:04:46+07:00,0.00
2026-01-23T00:04:47+07:00,0.00
2026-01-23T00:04:48+07:00,0.00
2026-01-23T00:04:49+07:00,0.00
2026-01-23T00:04:50+07:00,0.00
2026-01-23T00:04:51+07:00,0.00
2026-01-23T00:04:52+07:00,0.00
2026-01-23T00:04:53+07:00,0.00
2026-01-23T00:04:54+07:00,0.00
2026-01-23T00:04:55+07:00,0.00
2026-01-23T00:04:56+07:00,0.00
2026-01-23T00:04:57+07:00,0.00
2026-01-23T00:04:58+07:00,0.00
2026-01-23T00:04:59+07:00,0.00
2026-01-23T00:05:00+07:00,0.00
2026-01-23T00:05:01+07:00,0.00
2026-01-23T00:05:02+07:00,0.00
2026-01-23T00:05:03+07:00,0.00
2026-01-23T00:05:04+07:00,0.00
2026-01-23T00:05:05+07:00,0.00
2026-01-23T00:05:06+07:00,0.00
2026-01-23T00:05:07+07:00,0.00
2026-01-23T00:05:08+07:00,0.00
2026-01-23T00:05:09+07:00,0.00
2026-01-23T00:05:10+07:00,0.00
2026-01-23T00:05:11+07:00,0.00
2026-01-23T00:05:12+07:00,0.00
2026-01-23T00:05:13+07:00,0.00
2026-01-23T00:05:14+07:00,0.00
2026-01-23T00:05:15+07:00,0.00
2026-01-23T00:05:16+07:00,0.00
2026-01-23T00:05:17+07:00,0.00
2026-01-23T00:05:18+07:00,0.00
2026-01-23T00:05:19+07:00,0.00
2026-01-23T00:05:20+07:00,0.00
2026-01-23T00:05:21+07:00,0.00
2026-01-23T00:05:22+07:00,0.00
2026-01-23T00:05:23+07:00,0.00
2026-01-23T00:05:24+07:00,0.00
2026-01-23T00:05:25+07:00,0.00
2026-01-23T00:05:26+07:00,0.00
2026-01-23T00:05:27+07:00,0.00
2026-01-23T00:05:28+07:00,0.00
2026-01-23T00:05:29+07:00,0.00
2026-01-23T00:05:30+07:00,0.00
2026-01-23T00:05:31+07:00,0.00
2026-01-23T00:05:32+07:00,0.00
2026-01-23T00:05:33+07:00,0.00
2026-01-23T00:05:34+07:00,0.00
2026-01-23T00:05:35+07:00,0.00
2026-01-23T00:05:36+07:00,0.00
2026-01-23T00:05:37+07:00,0.00
2026-01-23T00:05:38+07:00,0.00
2026-01-23T00:05:39+07:00,0.00
2026-01-23T00:05:40+07:00,0.00
2026-01-23T00:05:41+07:00,0.00
2026-01-23T00:05:42+07:00,0.00
2026-01-23T00:05:43+07:00,0.00
2026-01-23T00:05:44+07:00,0.00
2026-01-23T00:05:45+07:00,0.00
2026-01-23T00:05:46+07:00,0.00
2026-01-23T00:05:47+07:00,0.00
2026-01-23T00:05:48+07:00,0.00
2026-01-23T00:05:49+07:00,0.00
2026-01-23T00:05:50+07:00,0.00
2026-01-23T00:05:51+07:00,0.00
2026-01-23T00:05:52+07:00,0.00
2026-01-23T00:05:53+07:00,0.00
2026-01-23T00:05:54+07:00,0.00
2026-01-23T00:05:55+07:00,0.00
2026-01-23T00:05:56+07:00,0.00
2026-01-23T00:05:57+07:00,0.00
2026-01-23T00:05:58+07:00,0.00
2026-01-23T00:05:59+07:00,0.00
2026-01-23T00:06:00+07:00,0.00
2026-01-23T00:06:01+07:00,0.00
2026-01-23T00:06:02+07:00,0.00
2026-01-23T00:06:03+07:00,0.00
2026-01-23T00:06:04+07:00,0.00
2026-01-23T00:06:05+07:00,0.00
2026-01-23T00:06:06+07:00,0.00
2026-01-23T00:06:07+07:00,0.00
2026-01-23T00:06:08+07:00,0.00
2026-01-23T00:06:09+07:00,0.00
2026-01-23T00:06:10+07:00,0.00
2026-01-23T00:06:11+07:00,0.00
2026-01-23T00:06:12+07:00,0.00
2026-01-23T00:06:13+07:00,0.00
2026-01-23T00:06:14+07:00,0.00
2026-01-23T00:06:15+07:00,0.00
2026-01-23T00:06:16+07:00,0.00
2026-01-23T00:06:17+07:00,0.00
2026-01-23T00:06:18+07:00,0.00
2026-01-23T00:06:19+07:00,0.00
2026-01-23T00:06:20+07:00,0.00
2026-01-23T00:06:21+07:00,0.00
2026-01-23T00:06:22+07:00,0.00
2026-01-23T00:06:23+07:00,0.00
2026-01-23T00:06:24+07:00,0.00
2026-01-23T00:06:25+07:00,0.00
2026-01-23T00:06:26+07:00,0.00
2026-01-23T00:06:27+07:00,0.00
2026-01-23T00:06:28+07:00,0.00
2026-01-23T00:06:29+07:00,0.00
2026-01-23T00:06:30+07:00,0.00
2026-01-23T00:06:31+07:00,0.00
2026-01-23T00:06:32+07:00,0.00
2026-01-23T00:06:33+07:00,0.00
2026-01-23T00:06:34+07:00,0.00
2026-01-23T00:06:35+07:00,0.00
2026-01-23T00:06:36+07:00,0.00
2026-01-23T00:06:37+07:00,0.00
2026-01-23T00:06:38+07:00,0.00
2026-01-23T00:06:39+07:00,0.00
2026-01-23T00:06:40+07:00,0.00
2026-01-23T00:06:41+07:00,0.00
2026-01-23T00:06:42+07:00,0.00
2026-01-23T00:06:43+07:00,0.00
2026-01-23T00:06:44+07:00,0.00
2026-01-23T00:06:45+07:00,0.00
2026-01-23T00:06:46+07:00,0.00
2026-01-23T00:06:47+07:00,0.00
2026-01-23T00:06:48+07:00,0.00
2026-01-23T00:06:49+07:00,0.00
2026-01-23T00:06:50+07:00,0.00
2026-01-23T00:06:51+07:00,0.00
2026-01-23T00:06:52+07:00,0.00
2026-01-23T00:06:53+07:00,0.00
2026-01-23T00:06:54+07:00,0.00
2026-01-23T00:06:55+07:00,0.00
2026-01-23T00:06:56+07:00,0.00
2026-01-23T00:06:57+07:00,0.00
2026-01-23T00:06:58+07:00,0.00
2026-01-23T00:06:59+07:00,0.00
2026-01-23T00:07:00+07:00,0.00
2026-01-23T00:07:01+07:00,0.00
2026-01-23T00:07:02+07:00,0.00
2026-01-23T00:07:03+07:00,0.00
2026-01-23T00:07:04+07:00,0.00
2026-01-23T00:07:05+07:00,0.00
2026-01-23T00:07:06+07:00,0.00
2026-01-23T00:07:07+07:00,0.00
2026-01-23T00:07:08+07:00,0.00
2026-01-23T00:07:09+07:00,0.00
2026-01-23T00:07:10+07:00,0.00
2026-01-23T00:07:11+07:00,0.00
2026-01-23T00:07:12+07:00,0.00
2026-01-23T00:07:13+07:00,0.00
2026-01-23T00:07:14+07:00,0.00
2026-01-23T00:07:15+07:00,0.00
2026-01-23T00:07:16+07:00,0.00
2026-01-23T00:07:17+07:00,0.00
2026-01-23T00:07:18+07:00,0.00
2026-01-23T00:07:19+07:00,0.00
2026-01-23T00:07:20+07:00,0.00
2026-01-23T00:07:21+07:00,0.00
2026-01-23T00:07:22+07:00,0.00
2026-01-23T00:07:23+07:00,0.00
2026-01-23T00:07:24+07:00,0.00
2026-01-23T00:07:25+07:00,0.00
2026-01-23T00:07:26+07:00,0.00
2026-01-23T00:07:27+07:00,0.00
2026-01-23T00:07:28+07:00,0.00
2026-01-23T00:07:29+07:00,0.00
2026-01-23T00:07:30+07:00,0.00
2026-01-23T00:07:31+07:00,0.00
2026-01-23T00:07:32+07:00,0.00
2026-01-23T00:07:33+07:00,0.00
2026-01-23T00:07:34+07:00,0.00
2026-01-23T00:07:35+07:00,0.00
2026-01-23T00:07:36+07:00,0.00
2026-01-23T00:07:37+07:00,0.00
2026-01-23T00:07:38+07:00,0.00
2026-01-23T00:07:39+07:00,0.00
2026-01-23T00:07:40+07:00,0.00
2026-01-23T00:07:41+07:00,0.00
2026-01-23T00:07:42+07:00,0.00
2026-01-23T00:07:43+07:00,0.00
2026-01-23T00:07:44+07:00,0.00
2026-01-23T00:07:45+07:00,0.00
2026-01-23T00:07:46+07:00,0.00
2026-01-23T00:07:47+07:00,0.00
2026-01-23T00:07:48+07:00,0.00
2026-01-23T00:07:49+07:00,0.00
2026-01-23T00:07:50+07:00,0.00
2026-01-23T00:07:51+07:00,0.00
2026-01-23T00:07:52+07:00,0.00
2026-01-23T00:07:53+07:00,0.00
2026-01-23T00:07:54+07:00,0.00
2026-01-23T00:07:55+07:00,0.00
2026-01-23T00:07:56+07:00,0.00
2026-01-23T00:07:57+07:00,0.00
2026-01-23T00:07:58+07:00,0.00
2026-01-23T00:07:59+07:00,0.00
2026-01-23T00:08:00+07:00,0.00
2026-01-23T00:08:01+07:00,0.00
2026-01-23T00:08:02+07:00,0.00
2026-01-23T00:08:03+07:00,0.00
2026-01-23T00:08:04+07:00,0.00
2026-01-23T00:08:05+07:00,0.00
2026-01-23T00:08:06+07:00,0.00
2026-01-23T00:08:07+07:00,0.00
2026-01-23T00:08:08+07:00,0.00
2026-01-23T00:08:09+07:00,0.00
2026-01-23T00:08:10+07:00,0.00
2026-01-23T00:08:11+07:00,0.00
2026-01-23T00:08:12+07:00,0.00
2026-01-23T00:08:13+07:00,0.00
2026-01-23T00:08:14+07:00,0.00
2026-01-23T00:08:15+07:00,0.00
2026-01-23T00:08:16+07:00,0.00
2026-01-23T00:08:17+07:00,0.00
2026-01-23T00:08:18+07:00,0.00
2026-01-23T00:08:19+07:00,0.00
2026-01-23T00:08:20+07:00,0.00
2026-01-23T00:08:21+07:00,0.00
2026-01-23T00:08:22+07:00,0.00
2026-01-23T00:08:23+07:00,0.00
2026-01-23T00:08:24+07:00,0.00
2026-01-23T00:08:25+07:00,0.00
2026-01-23T00:08:26+07:00,0.00
2026-01-23T00:08:27+07:00,0.00
2026-01-23T00:08:28+07:00,0.00
2026-01-23T00:08:29+07:00,0.00
2026-01-23T00:08:30+07:00,0.00
2026-01-23T00:08:31+07:00,0.00
2026-01-23T00:08:32+07:00,0.00
2026-01-23T00:08:33+07:00,0.00
2026-01-23T00:08:34+07:00,0.00
2026-01-23T00:08:35+07:00,0.00
2026-01-23T00:08:36+07:00,0.00
2026-01-23T00:08:37+07:00,0.00
2026-01-23T00:08:38+07:00,0.00
2026-01-23T00:08:39+07:00,0.00
2026-01-23T00:08:40+07:00,0.00
2026-01-23T00:08:41+07:00,0.00
2026-01-23T00:08:42+07:00,0.00
2026-01-23T00:08:43+07:00,0.00
2026-01-23T00:08:44+07:00,0.00
2026-01-23T00:08:45+07:00,0.00
2026-01-23T00:08:46+07:00,0.00
2026-01-23T00:08:47+07:00,0.00
2026-01-23T00:08:48+07:00,0.00
2026-01-23T00:08:49+07:00,0.00
2026-01-23T00:08:50+07:00,0.00
2026-01-23T00:08:51+07:00,0.00
2026-01-23T00:08:52+07:00,0.00
2026-01-23T00:08:53+07:00,0.00
2026-01-23T00:08:54+07:00,0.00
2026-01-23T00:08:55+07:00,0.00
2026-01-23T00:08:56+07:00,0.00
2026-01-23T00:08:57+07:00,0.00
2026-01-23T00:08:58+07:00,0.00
2026-01-23T00:08:59+07:00,0.00
2026-01-23T00:09:00+07:00,0.00
2026-01-23T00:09:01+07:00,0.00
2026-01-23T00:09:02+07:00,0.00
2026-01-23T00:09:03+07:00,0.00
2026-01-23T00:09:04+07:00,0.00
2026-01-23T00:09:05+07:00,0.00
2026-01-23T00:09:06+07:00,0.00
2026-01-23T00:09:07+07:00,0.00
2026-01-23T00:09:08+07:00,0.00
2026-01-23T00:09:09+07:00,0.00
2026-01-23T00:09:10+07:00,0.00
2026-01-23T00:09:11+07:00,0.00
2026-01-23T00:09:12+07:00,0.00
2026-01-23T00:09:13+07:00,0.00
2026-01-23T00:09:14+07:00,0.00
2026-01-23T00:09:15+07:00,0.00
2026-01-23T00:09:16+07:00,0.00
2026-01-23T00:09:17+07:00,0.00
2026-01-23T00:09:18+07:00,0.00
2026-01-23T00:09:19+07:00,0.00
2026-01-23T00:09:20+07:00,0.00
2026-01-23T00:09:21+07:00,0.00
2026-01-23T00:09:22+07:00,0.00
2026-01-23T00:09:23+07:00,0.00
2026-01-23T00:09:24+07:00,0.00
2026-01-23T00:09:25+07:00,0.00
2026-01-23T00:09:26+07:00,0.00
2026-01-23T00:09:27+07:00,0.00
2026-01-23T00:09:28+07:00,0.00
2026-01-23T00:09:29+07:00,0.00
2026-01-23T00:09:30+07:00,0.00
2026-01-23T00:09:31+07:00,0.00
2026-01-23T00:09:32+07:00,0.00
2026-01-23T00:09:33+07:00,0.00
2026-01-23T00:09:34+07:00,0.00
2026-01-23T00:09:35+07:00,0.00
2026-01-23T00:09:36+07:00,0.00
2026-01-23T00:09:37+07:00,0.00
2026-01-23T00:09:38+07:00,0.00
2026-01-23T00:09:39+07:00,0.00
2026-01-23T00:09:40+07:00,0.00
2026-01-23T00:09:41+07:00,0.00
2026-01-23T00:09:42+07:00,0.00
2026-01-23T00:09:43+07:00,0.00
2026-01-23T00:09:44+07:00,0.00
2026-01-23T00:09:45+07:00,0.00
2026-01-23T00:09:46+07:00,0.00
2026-01-23T00:09:47+07:00,0.00
2026-01-23T00:09:48+07:00,0.00
2026-01-23T00:09:49+07:00,0.00
2026-01-23T00:09:50+07:00,0.00
2026-01-23T00:09:51+07:00,0.00
2026-01-23T00:09:52+07:00,0.00
2026-01-23T00:09:53+07:00,0.00
2026-01-23T00:09:54+07:00,0.00
2026-01-23T00:09:55+07:00,0.00
2026-01-23T00:09:56+07:00,0.00
2026-01-23T00:09:57+07:00,0.00
2026-01-23T00:09:58+07:00,0.00
2026-01-23T00:09:59+07:00,0.00
2026-01-23T00:10:00+07:00,0.00
2026-01-23T00:10:01+07:00,0.00
2026-01-23T00:10:02+07:00,0.00
2026-01-23T00:10:03+07:00,0.00
2026-01-23T00:10:04+07:00,0.00
2026-01-23T00:10:05+07:00,0.00
2026-01-23T00:10:06+07:00,0.00
2026-01-23T00:10:07+07:00,0.00
2026-01-23T00:10:08+07:00,0.00
2026-01-23T00:10:09+07:00,0.00
2026-01-23T00:10:10+07:00,0.00
2026-01-23T00:10:11+07:00,0.00
2026-01-23T00:10:12+07:00,0.00
2026-01-23T00:10:13+07:00,0.00
2026-01-23T00:10:14+07:00,0.00
2026-01-23T00:10:15+07:00,0.00
2026-01-23T00:10:16+07:00,0.00
2026-01-23T00:10:17+07:00,0.00
2026-01-23T00:10:18+07:00,0.00
2026-01-23T00:10:19+07:00,0.00
2026-01-23T00:10:20+07:00,0.00
2026-01-23T00:10:21+07:00,0.00
2026-01-23T00:10:22+07:00,0.00
2026-01-23T00:10:23+07:00,0.00
2026-01-23T00:10:24+07:00,0.00
2026-01-23T00:10:25+07:00,0.00
2026-01-23T00:10:26+07:00,0.00
2026-01-23T00:10:27+07:00,0.00
2026-01-23T00:10:28+07:00,0.00
2026-01-23T00:10:29+07:00,0.00
2026-01-23T00:10:30+07:00,0.00
2026-01-23T00:10:31+07:00,0.00
2026-01-23T00:10:32+07:00,0.00
2026-01-23T00:10:33+07:00,0.00
2026-01-23T00:10:34+07:00,0.00
2026-01-23T00:10:35+07:00,0.00
2026-01-23T00:10:36+07:00,0.00
2026-01-23T00:10:37+07:00,0.00
2026-01-23T00:10:38+07:00,0.00
2026-01-23T00:10:39+07:00,0.00
2026-01-23T00:10:40+07:00,0.00
2026-01-23T00:10:41+07:00,0.00
2026-01-23T00:10:42+07:00,0.00
2026-01-23T00:10:43+07:00,0.00
2026-01-23T00:10:44+07:00,0.00
2026-01-23T00:10:45+07:00,0.00
2026-01-23T00:10:46+07:00,0.00
2026-01-23T00:10:47+07:00,0.00
2026-01-23T00:10:48+07:00,0.00
2026-01-23T00:10:49+07:00,0.00
2026-01-23T00:10:50+07:00,0.00
2026-01-23T00:10:51+07:00,0.00
2026-01-23T00:10:52+07:00,0.00
2026-01-23T00:10:53+07:00,0.00
2026-01-23T00:10:54+07:00,0.00
2026-01-23T00:10:55+07:00,0.00
2026-01-23T00:10:56+07:00,0.00
2026-01-23T00:10:57+07:00,0.00
2026-01-23T00:10:58+07:00,0.00
2026-01-23T00:10:59+07:00,0.00
2026-01-23T00:11:00+07:00,0.00
2026-01-23T00:11:01+07:00,0.00
2026-01-23T00:11:02+07:00,0.00
2026-01-23T00:11:03+07:00,0.00
2026-01-23T00:11:04+07:00,0.00
